50	1.412178	0.074888	0.065909	0.001032
51	1.309164	0.074414	0.052426	0.001066
52	1.376856	0.063886	0.05446	0.000937
53	1.530126	0.055104	0.070547	0.001075
54	1.493456	0.071468	0.058021	0.000951
55	1.529907	0.053413	0.058146	0.00105
56	1.608365	0.058447	0.041812	0.001046
57	1.676904	0.055605	0.068945	0.000975
58	1.781059	0.077015	0.065721	0.000955
59	1.813388	0.058649	0.061691	0.001001
60	1.847765	0.105345	0.090729	0.000914
61	1.908606	0.069286	0.063005	0.001049
62	1.962186	0.075139	0.076615	0.001
63	1.969617	0.07414	0.060636	0.001034
64	2.021765	0.069615	0.061281	0.001007
65	2.035915	0.079168	0.067795	0.001029
66	2.095212	0.066597	0.072103	0.001025
67	2.095229	0.058006	0.060417	0.001008
68	2.093284	0.063934	0.064556	0.001015
69	2.202412	0.101463	0.082298	0.001031
70	2.111256	0.067491	0.057238	0.000941
71	2.082262	0.080316	0.068295	0.000982
72	2.119416	0.062999	0.066234	0.001001
73	2.118159	0.058982	0.060124	0.001006
74	2.135643	0.069135	0.069148	0.001017
75	2.124604	0.082376	0.052357	0.00101
76	2.09832	0.069337	0.055448	0.000986
77	2.185215	0.083207	0.079702	0.00094
78	2.167099	0.066271	0.062536	0.000999
79	2.11942	0.068073	0.065974	0.001049
80	2.192429	0.082736	0.071628	0.000934
81	2.156816	0.076188	0.06724	0.000999
82	2.169796	0.067509	0.076128	0.001068
83	2.214973	0.076441	0.069455	0.001054
84	2.238813	0.076699	0.075625	0.00105
85	2.25944	0.07845	0.067639	0.001027
86	2.273479	0.070502	0.071284	0.000986
87	2.272187	0.084302	0.087307	0.001
88	2.30759	0.070875	0.076044	0.000976
89	2.384013	0.07969	0.08254	0.001057
90	2.454929	0.084678	0.072223	0.000964
91	2.465729	0.075091	0.081416	0.00099
92	2.515908	0.084027	0.064952	0.001042
93	2.602573	0.077821	0.073791	0.001026
94	2.674078	0.083878	0.07502	0.000985
95	2.668347	0.149979	0.082521	0.001042
96	2.777666	0.08801	0.076921	0.000992
97	2.846961	0.106782	0.119113	0.001018
98	3.024217	0.121575	0.108855	0.000991
99	3.06269	0.135921	0.127507	0.00099
100	3.012079	0.082415	0.072333	0.001047
101	2.974436	0.090698	0.075005	0.001013
102	3.124427	0.09684	0.091214	0.001067
103	3.117938	0.088603	0.081632	0.00099
104	3.121321	0.095756	0.100283	0.000994
105	3.095459	0.08986	0.077565	0.001037
106	3.132205	0.101209	0.111993	0.001032
107	3.122318	0.091535	0.081594	0.00102
108	3.232029	0.107409	0.103061	0.001014
109	3.183968	0.090295	0.076824	0.001046
110	3.129141	0.08949	0.083278	0.001038
111	3.229315	0.111703	0.10329	0.001062
112	3.153154	0.092837	0.081781	0.000999
113	3.247807	0.109177	0.111267	0.001048
114	3.203809	0.091919	0.086813	0.001043
115	3.214242	0.108441	0.157297	0.001066
116	3.202304	0.121574	0.127409	0.001041
117	3.232304	0.10316	0.078857	0.000959
118	3.278424	0.125404	0.118058	0.001025
119	3.268565	0.09151	0.086861	0.000964
120	3.274084	0.120426	0.117432	0.000958
121	3.28506	0.139625	0.138175	0.000957
122	3.291004	0.103385	0.087364	0.001061
123	3.400969	0.132614	0.129237	0.001063
124	3.380591	0.109001	0.102882	0.001032
125	3.403373	0.103684	0.087975	0.001063
126	3.455131	0.126024	0.122422	0.001094
127	3.472533	0.111285	0.092633	0.001
128	3.55358	0.138204	0.130797	0.000954
129	3.601209	0.134249	0.13451	0.001023
130	3.77749	0.126684	0.13683	0.000992
131	3.714048	0.125768	0.12432	0.001
132	3.729641	0.12026	0.118337	0.001045
133	3.850395	0.121285	0.135179	0.000998
134	3.878177	0.121066	0.122206	0.000964
135	3.874072	0.122497	0.125041	0.001033
136	3.925898	0.131306	0.115632	0.001027
137	3.988824	0.127607	0.125299	0.001034
138	4.015173	0.129356	0.126891	0.001005
139	4.018523	0.09875	0.144233	0.000975
140	4.088555	0.143536	0.126494	0.001096
141	4.098087	0.136004	0.117603	0.000965
142	4.115707	0.106159	0.095359	0.000977
143	4.128293	0.142137	0.122452	0.000961
144	4.132573	0.13399	0.117569	0.001075
145	4.190758	0.131415	0.126426	0.001031
146	4.195185	0.158418	0.1295	0.000996
147	4.156753	0.146132	0.134869	0.001055
148	4.19494	0.14815	0.133281	0.001017
149	4.203025	0.154587	0.138882	0.000985
150	4.218141	0.14619	0.123884	0.001058
151	4.2249	0.157545	0.154745	0.000977
152	4.211321	0.119513	0.109769	0.001142
153	4.199877	0.141078	0.130523	0.001048
154	4.230413	0.166589	0.143383	0.00104
155	4.283672	0.135716	0.126134	0.001071
156	4.264829	0.177145	0.145056	0.001042
157	4.24859	0.158612	0.157217	0.000974
158	4.330287	0.159954	0.136207	0.000985
159	4.325406	0.143761	0.161966	0.000995
160	4.336884	0.145695	0.150506	0.000982
